s1	Scaffolds_1040	1	4328674	0.047942	4328674	0.047942	l
s1	Scaffolds_23	2	3614561	0.040033	7943235	0.087975	l
s1	Scaffolds_22	3	2416165	0.026760	10359400	0.114736	l
s1	Scaffolds_106	4	2148092	0.023791	12507492	0.138527	l
s1	Scaffolds_146	5	2027610	0.022457	14535102	0.160984	l
s1	Scaffolds_181	6	1992245	0.022065	16527347	0.183049	l
s1	Scaffolds_150	7	1967258	0.021788	18494605	0.204837	l
s1	Scaffolds_675	8	1926824	0.021341	20421429	0.226178	l
s1	Scaffolds_644	9	1777800	0.019690	22199229	0.245868	l
s1	Scaffolds_375	10	1631807	0.018073	23831036	0.263941	l
s1	Scaffolds_710	11	1587595	0.017583	25418631	0.281525	l
s1	Scaffolds_249	12	1577474	0.017471	26996105	0.298996	l
s1	Scaffolds_647	13	1577474	0.017471	28573579	0.316467	l
s1	Scaffolds_123	14	1519745	0.016832	30093324	0.333299	l
s1	Scaffolds_746	15	1482276	0.016417	31575600	0.349716	l
s1	Scaffolds_520	16	1367625	0.015147	32943225	0.364863	l
s1	Scaffolds_8	17	1273932	0.014109	34217157	0.378973	l
s1	Scaffolds_744	18	1224589	0.013563	35441746	0.392536	l
s1	Scaffolds_96	19	1197368	0.013261	36639114	0.405797	l
s1	Scaffolds_393	20	1197368	0.013261	37836482	0.419059	l
s1	Scaffolds_200	21	1150242	0.012740	38986724	0.431798	l
s1	Scaffolds_135	22	1077559	0.011935	40064283	0.443733	l
s1	Scaffolds_28	23	1044500	0.011568	41108783	0.455301	l
s1	Scaffolds_58	24	1043729	0.011560	42152512	0.466861	l
s1	Scaffolds_174	25	1043281	0.011555	43195793	0.478416	l
s1	Scaffolds_210	26	1030245	0.011410	44226038	0.489826	l
s1	Scaffolds_224	27	984923	0.010909	45210961	0.500735	l
s1	Scaffolds_137	28	969337	0.010736	46180298	0.511471	l
s1	Scaffolds_44	29	938770	0.010397	47119068	0.521868	l
s1	Scaffolds_396	30	916768	0.010154	48035836	0.532022	l
s1	Scaffolds_211	31	881861	0.009767	48917697	0.541789	l
s1	Scaffolds_193	32	876994	0.009713	49794691	0.551502	l
s1	Scaffolds_258	33	861833	0.009545	50656524	0.561047	l
s1	Scaffolds_195	34	858504	0.009508	51515028	0.570556	l
s1	Scaffolds_814	35	851675	0.009433	52366703	0.579988	l
s1	Scaffolds_53	36	788386	0.008732	53155089	0.588720	l
s1	Scaffolds_251	37	773658	0.008569	53928747	0.597289	l
s1	Scaffolds_609	38	773658	0.008569	54702405	0.605858	l
s1	Scaffolds_10	39	773467	0.008567	55475872	0.614424	l
s1	Scaffolds_253	40	763023	0.008451	56238895	0.622875	l
s1	Scaffolds_516	41	735519	0.008146	56974414	0.631021	l
s1	Scaffolds_40	42	701041	0.007764	57675455	0.638786	l
s1	Scaffolds_177	43	696990	0.007720	58372445	0.646505	l
s1	Scaffolds_160	44	675768	0.007484	59048213	0.653990	l
s1	Scaffolds_98	45	644476	0.007138	59692689	0.661128	l
s1	Scaffolds_11	46	642189	0.007113	60334878	0.668240	l
s1	Scaffolds_526	47	579093	0.006414	60913971	0.674654	l
s1	Scaffolds_50	48	554491	0.006141	61468462	0.680795	l
s1	Scaffolds_196	49	541223	0.005994	62009685	0.686789	l
s1	Scaffolds_72	50	530323	0.005874	62540008	0.692663	l
s1	Scaffolds_60	51	518110	0.005738	63058118	0.698401	l
s1	Scaffolds_111	52	505903	0.005603	63564021	0.704005	l
s1	Scaffolds_278	53	503841	0.005580	64067862	0.709585	l
s1	Scaffolds_141	54	500204	0.005540	64568066	0.715125	l
s1	Scaffolds_167	55	498008	0.005516	65066074	0.720641	l
s1	Scaffolds_99	56	494368	0.005475	65560442	0.726116	l
s1	Scaffolds_199	57	480716	0.005324	66041158	0.731440	l
s1	Scaffolds_142	58	479561	0.005311	66520719	0.736752	l
s1	Scaffolds_45	59	469646	0.005202	66990365	0.741953	l
s1	Scaffolds_7	60	467761	0.005181	67458126	0.747134	l
s1	Scaffolds_781	61	459127	0.005085	67917253	0.752219	l
s1	Scaffolds_71	62	457773	0.005070	68375026	0.757289	l
s1	Scaffolds_159	63	441878	0.004894	68816904	0.762183	l
s1	Scaffolds_191	64	441865	0.004894	69258769	0.767077	l
s1	Scaffolds_9	65	438271	0.004854	69697040	0.771931	l
s1	Scaffolds_758	66	432387	0.004789	70129427	0.776720	l
s1	Scaffolds_192	67	421802	0.004672	70551229	0.781391	l
s1	Scaffolds_300	68	419102	0.004642	70970331	0.786033	l
s1	Scaffolds_682	69	403051	0.004464	71373382	0.790497	l
s1	Scaffolds_868	70	392066	0.004342	71765448	0.794840	l
s1	Scaffolds_391	71	380229	0.004211	72145677	0.799051	l
s1	Scaffolds_260	72	369669	0.004094	72515346	0.803145	l
s1	Scaffolds_645	73	367440	0.004070	72882786	0.807215	l
s1	Scaffolds_698	74	366300	0.004057	73249086	0.811272	l
s1	Scaffolds_209	75	344756	0.003818	73593842	0.815090	l
s1	Scaffolds_228	76	342101	0.003789	73935943	0.818879	l
s1	Scaffolds_172	77	334139	0.003701	74270082	0.822580	l
s1	Scaffolds_555	78	323962	0.003588	74594044	0.826168	l
s1	Scaffolds_2	79	316177	0.003502	74910221	0.829670	l
s1	Scaffolds_100	80	314385	0.003482	75224606	0.833152	l
s1	Scaffolds_85	81	306253	0.003392	75530859	0.836543	l
s1	Scaffolds_83	82	297684	0.003297	75828543	0.839840	l
s1	Scaffolds_317	83	291447	0.003228	76119990	0.843068	l
s1	Scaffolds_219	84	286800	0.003176	76406790	0.846245	l
s1	Scaffolds_43	85	282425	0.003128	76689215	0.849373	l
s1	Scaffolds_124	86	278038	0.003079	76967253	0.852452	l
s1	Scaffolds_31	87	274712	0.003043	77241965	0.855495	l
s1	Scaffolds_66	88	269863	0.002989	77511828	0.858484	l
s1	Scaffolds_170	89	267716	0.002965	77779544	0.861449	l
s1	Scaffolds_208	90	262187	0.002904	78041731	0.864353	l
s1	Scaffolds_187	91	260330	0.002883	78302061	0.867236	l
s1	Scaffolds_63	92	259293	0.002872	78561354	0.870108	l
s1	Scaffolds_246	93	247850	0.002745	78809204	0.872853	l
s1	Scaffolds_140	94	246063	0.002725	79055267	0.875578	l
s1	Scaffolds_643	95	238000	0.002636	79293267	0.878214	l
s1	Scaffolds_92	96	227001	0.002514	79520268	0.880728	l
s1	Scaffolds_691	97	227001	0.002514	79747269	0.883242	l
s1	Scaffolds_537	98	226299	0.002506	79973568	0.885749	l
s1	Scaffolds_161	99	223170	0.002472	80196738	0.888221	l
s1	Scaffolds_239	100	210643	0.002333	80407381	0.890554	l
s1	Scaffolds_914	101	194764	0.002157	80602145	0.892711	l
s1	Scaffolds_438	102	193899	0.002148	80796044	0.894858	l
s1	Scaffolds_21	103	193151	0.002139	80989195	0.896997	l
s1	Scaffolds_120	104	192530	0.002132	81181725	0.899130	l
s1	Scaffolds_574	105	186373	0.002064	81368098	0.901194	l
s1	Scaffolds_220	106	183373	0.002031	81551471	0.903225	l
s1	Scaffolds_345	107	173949	0.001927	81725420	0.905151	l
s1	Scaffolds_75	108	167010	0.001850	81892430	0.907001	l
s1	Scaffolds_322	109	167010	0.001850	82059440	0.908851	l
s1	Scaffolds_88	110	164384	0.001821	82223824	0.910672	l
s1	Scaffolds_244	111	160833	0.001781	82384657	0.912453	l
s1	Scaffolds_656	112	160788	0.001781	82545445	0.914234	l
s1	Scaffolds_633	113	160779	0.001781	82706224	0.916014	l
s1	Scaffolds_1	114	154819	0.001715	82861043	0.917729	l
s1	Scaffolds_105	115	152163	0.001685	83013206	0.919414	l
s1	Scaffolds_138	116	148240	0.001642	83161446	0.921056	l
s1	Scaffolds_733	117	146140	0.001619	83307586	0.922675	l
s1	Scaffolds_173	118	144802	0.001604	83452388	0.924279	l
s1	Scaffolds_590	119	144802	0.001604	83597190	0.925882	l
s1	Scaffolds_3	120	140191	0.001553	83737381	0.927435	l
s1	Scaffolds_116	121	139317	0.001543	83876698	0.928978	l
s1	Scaffolds_76	122	138639	0.001535	84015337	0.930513	l
s1	Scaffolds_694	123	136172	0.001508	84151509	0.932022	l
s1	Scaffolds_113	124	132439	0.001467	84283948	0.933488	l
s1	Scaffolds_982	125	131873	0.001461	84415821	0.934949	l
s1	Scaffolds_218	126	131451	0.001456	84547272	0.936405	l
s1	Scaffolds_178	127	131254	0.001454	84678526	0.937859	l
s1	Scaffolds_5	128	125264	0.001387	84803790	0.939246	l
s1	Scaffolds_557	129	123366	0.001366	84927156	0.940612	l
s1	Scaffolds_222	130	117403	0.001300	85044559	0.941913	l
s1	Scaffolds_153	131	115109	0.001275	85159668	0.943188	l
s1	Scaffolds_505	132	112811	0.001249	85272479	0.944437	l
s1	Scaffolds_109	133	111827	0.001239	85384306	0.945676	l
s1	Scaffolds_17	134	111538	0.001235	85495844	0.946911	l
s1	Scaffolds_118	135	109355	0.001211	85605199	0.948122	l
s1	Scaffolds_212	136	108552	0.001202	85713751	0.949324	l
s1	Scaffolds_424	137	108364	0.001200	85822115	0.950524	l
s1	Scaffolds_62	138	107981	0.001196	85930096	0.951720	l
s1	Scaffolds_714	139	107867	0.001195	86037963	0.952915	l
s1	Scaffolds_122	140	107579	0.001191	86145542	0.954107	l
s1	Scaffolds_867	141	105073	0.001164	86250615	0.955270	l
s1	Scaffolds_186	142	96206	0.001066	86346821	0.956336	l
s1	Scaffolds_130	143	91565	0.001014	86438386	0.957350	l
s1	Scaffolds_158	144	89201	0.000988	86527587	0.958338	l
s1	Scaffolds_139	145	87221	0.000966	86614808	0.959304	l
