Scaffolds_0	237
Scaffolds_1	45
Scaffolds_2	45
Scaffolds_3	45
Scaffolds_4	260
Scaffolds_5	45
Scaffolds_6	45
Scaffolds_7	45
Scaffolds_8	45
Scaffolds_9	45
Scaffolds_10	45
Scaffolds_11	45
Scaffolds_12	45
Scaffolds_13	14
Scaffolds_14	260
Scaffolds_15	0
Scaffolds_16	260
Scaffolds_17	45
Scaffolds_18	45
Scaffolds_19	45
Scaffolds_20	260
Scaffolds_21	45
Scaffolds_22	45
Scaffolds_23	45
Scaffolds_24	502
Scaffolds_25	45
Scaffolds_26	45
Scaffolds_27	45
Scaffolds_28	45
Scaffolds_29	45
Scaffolds_30	31
Scaffolds_31	45
Scaffolds_32	45
Scaffolds_33	45
Scaffolds_34	145
Scaffolds_35	145
Scaffolds_36	145
Scaffolds_37	502
Scaffolds_38	45
Scaffolds_39	280
Scaffolds_40	45
Scaffolds_41	560
Scaffolds_42	0
Scaffolds_43	45
Scaffolds_44	45
Scaffolds_45	45
Scaffolds_46	45
Scaffolds_47	45
Scaffolds_48	45
Scaffolds_49	280
Scaffolds_50	45
Scaffolds_51	45
Scaffolds_52	0
Scaffolds_53	45
Scaffolds_54	764
Scaffolds_55	502
Scaffolds_56	502
Scaffolds_57	0
Scaffolds_58	45
Scaffolds_59	260
Scaffolds_60	45
Scaffolds_61	0
Scaffolds_62	45
Scaffolds_63	45
Scaffolds_64	45
Scaffolds_65	280
Scaffolds_66	45
Scaffolds_67	45
Scaffolds_68	45
Scaffolds_69	502
Scaffolds_70	45
Scaffolds_71	45
Scaffolds_72	45
Scaffolds_73	149
Scaffolds_74	45
Scaffolds_75	45
Scaffolds_76	45
Scaffolds_77	743
Scaffolds_78	280
Scaffolds_79	80
Scaffolds_80	80
Scaffolds_81	241
Scaffolds_82	80
Scaffolds_83	45
Scaffolds_84	80
Scaffolds_85	45
Scaffolds_86	0
Scaffolds_87	0
Scaffolds_88	45
Scaffolds_89	45
Scaffolds_90	45
Scaffolds_91	45
Scaffolds_92	45
Scaffolds_93	260
Scaffolds_94	281
Scaffolds_95	0
Scaffolds_96	45
Scaffolds_97	260
Scaffolds_98	45
Scaffolds_99	45
Scaffolds_100	45
Scaffolds_101	102
Scaffolds_102	105
Scaffolds_103	105
Scaffolds_104	105
Scaffolds_105	45
Scaffolds_106	45
Scaffolds_107	45
Scaffolds_108	758
Scaffolds_109	45
Scaffolds_110	45
Scaffolds_111	45
Scaffolds_112	502
Scaffolds_113	45
Scaffolds_114	45
Scaffolds_115	116
Scaffolds_116	45
Scaffolds_117	764
Scaffolds_118	45
Scaffolds_119	45
Scaffolds_120	45
Scaffolds_121	0
Scaffolds_122	45
Scaffolds_123	45
Scaffolds_124	45
Scaffolds_125	105
Scaffolds_126	302
Scaffolds_127	764
Scaffolds_128	241
Scaffolds_129	45
Scaffolds_130	45
Scaffolds_131	45
Scaffolds_132	149
Scaffolds_133	260
Scaffolds_134	241
Scaffolds_135	45
Scaffolds_136	80
Scaffolds_137	45
Scaffolds_138	45
Scaffolds_139	45
Scaffolds_140	45
Scaffolds_141	45
Scaffolds_142	45
Scaffolds_143	241
Scaffolds_144	260
Scaffolds_145	280
Scaffolds_146	45
Scaffolds_147	260
Scaffolds_148	149
Scaffolds_149	237
Scaffolds_150	45
Scaffolds_151	45
Scaffolds_152	45
Scaffolds_153	45
Scaffolds_154	0
Scaffolds_155	45
Scaffolds_156	45
Scaffolds_157	45
Scaffolds_158	45
Scaffolds_159	45
Scaffolds_160	45
Scaffolds_161	45
Scaffolds_162	105
Scaffolds_163	0
Scaffolds_164	105
Scaffolds_165	241
Scaffolds_166	145
Scaffolds_167	45
Scaffolds_168	145
Scaffolds_169	502
Scaffolds_170	45
Scaffolds_171	45
Scaffolds_172	45
Scaffolds_173	45
Scaffolds_174	45
Scaffolds_175	105
Scaffolds_176	0
Scaffolds_177	45
Scaffolds_178	45
Scaffolds_179	0
Scaffolds_180	45
Scaffolds_181	45
Scaffolds_182	758
Scaffolds_183	280
Scaffolds_184	260
Scaffolds_185	45
Scaffolds_186	45
Scaffolds_187	45
Scaffolds_188	105
Scaffolds_189	280
Scaffolds_190	0
Scaffolds_191	45
Scaffolds_192	45
Scaffolds_193	45
Scaffolds_194	45
Scaffolds_195	45
Scaffolds_196	45
Scaffolds_197	260
Scaffolds_198	45
Scaffolds_199	45
Scaffolds_200	45
Scaffolds_201	45
Scaffolds_202	0
Scaffolds_203	0
Scaffolds_204	14
Scaffolds_205	14
Scaffolds_206	0
Scaffolds_207	764
Scaffolds_208	45
Scaffolds_209	45
Scaffolds_210	45
Scaffolds_211	45
Scaffolds_212	45
Scaffolds_213	45
Scaffolds_214	764
Scaffolds_215	0
Scaffolds_216	502
Scaffolds_217	764
Scaffolds_218	45
Scaffolds_219	45
Scaffolds_220	45
Scaffolds_221	45
Scaffolds_222	45
Scaffolds_223	0
Scaffolds_224	45
Scaffolds_225	80
Scaffolds_226	260
Scaffolds_227	45
Scaffolds_228	45
Scaffolds_229	14
Scaffolds_230	280
Scaffolds_231	237
Scaffolds_232	260
Scaffolds_233	280
Scaffolds_234	80
Scaffolds_235	260
Scaffolds_236	237
Scaffolds_237	502
Scaffolds_238	45
Scaffolds_239	45
Scaffolds_240	241
Scaffolds_241	280
Scaffolds_242	0
Scaffolds_243	0
Scaffolds_244	45
Scaffolds_245	758
Scaffolds_246	45
Scaffolds_247	116
Scaffolds_248	0
Scaffolds_249	45
Scaffolds_250	0
Scaffolds_251	45
Scaffolds_252	45
Scaffolds_253	45
Scaffolds_254	45
Scaffolds_255	45
Scaffolds_256	45
Scaffolds_257	0
Scaffolds_258	45
Scaffolds_259	260
Scaffolds_260	45
Scaffolds_261	45
Scaffolds_262	0
Scaffolds_263	280
Scaffolds_264	302
Scaffolds_265	0
Scaffolds_266	0
Scaffolds_267	764
Scaffolds_268	281
Scaffolds_269	0
Scaffolds_270	260
Scaffolds_271	302
Scaffolds_272	764
Scaffolds_273	280
Scaffolds_274	764
Scaffolds_275	260
Scaffolds_276	45
Scaffolds_277	743
Scaffolds_278	45
Scaffolds_279	280
Scaffolds_280	281
Scaffolds_281	485
Scaffolds_282	0
Scaffolds_283	0
Scaffolds_284	560
Scaffolds_285	764
Scaffolds_286	0
Scaffolds_287	45
Scaffolds_288	302
Scaffolds_289	0
Scaffolds_290	280
Scaffolds_291	758
Scaffolds_292	116
Scaffolds_293	0
Scaffolds_294	0
Scaffolds_295	45
Scaffolds_296	758
Scaffolds_297	758
Scaffolds_298	0
Scaffolds_299	764
Scaffolds_300	45
Scaffolds_301	302
Scaffolds_302	280
Scaffolds_303	45
Scaffolds_304	45
Scaffolds_305	280
Scaffolds_306	743
Scaffolds_307	0
Scaffolds_308	764
Scaffolds_309	281
Scaffolds_310	280
Scaffolds_311	0
Scaffolds_312	485
Scaffolds_313	0
Scaffolds_314	0
Scaffolds_315	280
Scaffolds_316	764
Scaffolds_317	45
Scaffolds_318	743
Scaffolds_319	485
Scaffolds_320	743
