P_RNA_scaffold_14	1
scaffold42	1
scaffold32	1
scaffold61	1
scaffold29	1
scaffold28	1
scaffold19	1
scaffold23	1
scaffold21	1
scaffold94	1
scaffold15	1
scaffold312	1
scaffold324	1
scaffold400	1
scaffold410	1
scaffold430	1
scaffold475	1
scaffold497	1
scaffold601	1
scaffold598	1
scaffold620	1
P_RNA_scaffold_15	2
P_RNA_scaffold_49	2
scaffold56	2
scaffold78	2
scaffold81	2
scaffold87	2
scaffold113	2
scaffold112	2
scaffold117	2
scaffold119	2
scaffold121	2
scaffold123	2
scaffold124	2
scaffold133	2
scaffold132	2
scaffold136	2
scaffold151	2
scaffold164	2
scaffold163	2
scaffold166	2
scaffold174	2
scaffold181	2
scaffold183	2
scaffold191	2
scaffold200	2
scaffold199	2
scaffold203	2
scaffold239	2
scaffold240	2
scaffold242	2
scaffold248	2
scaffold249	2
scaffold252	2
scaffold257	2
scaffold261	2
scaffold264	2
scaffold265	2
scaffold273	2
scaffold277	2
scaffold279	2
scaffold292	2
scaffold293	2
scaffold297	2
scaffold307	2
scaffold309	2
scaffold318	2
scaffold319	2
scaffold326	2
scaffold327	2
scaffold333	2
scaffold335	2
scaffold336	2
scaffold339	2
scaffold338	2
scaffold345	2
scaffold351	2
scaffold340	2
scaffold355	2
scaffold357	2
scaffold360	2
scaffold362	2
scaffold361	2
scaffold365	2
scaffold372	2
scaffold375	2
scaffold388	2
scaffold392	2
scaffold394	2
scaffold395	2
scaffold397	2
scaffold386	2
scaffold396	2
scaffold402	2
scaffold406	2
scaffold417	2
scaffold415	2
scaffold411	2
scaffold418	2
scaffold425	2
scaffold426	2
scaffold431	2
scaffold435	2
scaffold437	2
scaffold440	2
scaffold439	2
scaffold442	2
scaffold444	2
scaffold447	2
scaffold453	2
scaffold455	2
scaffold461	2
scaffold477	2
scaffold480	2
scaffold482	2
scaffold489	2
scaffold488	2
scaffold490	2
scaffold492	2
scaffold493	2
scaffold495	2
scaffold502	2
scaffold505	2
scaffold509	2
scaffold514	2
scaffold515	2
scaffold516	2
scaffold520	2
scaffold519	2
scaffold518	2
scaffold522	2
scaffold525	2
scaffold526	2
scaffold530	2
scaffold531	2
scaffold532	2
scaffold533	2
scaffold534	2
scaffold543	2
scaffold545	2
scaffold547	2
scaffold554	2
scaffold555	2
scaffold558	2
scaffold569	2
scaffold572	2
scaffold571	2
scaffold574	2
scaffold580	2
scaffold584	2
scaffold590	2
scaffold597	2
scaffold609	2
scaffold618	2
scaffold621	2
scaffold625	2
scaffold629	2
scaffold647	2
scaffold648	2
scaffold654	2
scaffold656	2
scaffold676	2
scaffold680	2
scaffold683	2
scaffold693	2
scaffold692	2
scaffold702	2
scaffold701	2
scaffold715	2
scaffold720	2
scaffold723	2
scaffold726	2
scaffold35	3
scaffold98	3
scaffold122	3
scaffold129	3
scaffold176	3
scaffold182	3
scaffold189	3
scaffold186	3
scaffold193	3
scaffold219	3
scaffold230	3
scaffold262	3
scaffold272	3
scaffold275	3
scaffold296	3
scaffold303	3
scaffold328	3
scaffold332	3
scaffold341	3
scaffold349	3
scaffold358	3
scaffold359	3
scaffold366	3
scaffold369	3
scaffold371	3
scaffold374	3
scaffold368	3
scaffold387	3
scaffold407	3
scaffold412	3
scaffold422	3
scaffold432	3
scaffold404	3
scaffold445	3
scaffold463	3
scaffold464	3
scaffold466	3
scaffold501	3
scaffold499	3
scaffold510	3
scaffold536	3
scaffold537	3
scaffold552	3
scaffold585	3
scaffold592	3
scaffold615	3
scaffold639	3
scaffold643	3
scaffold644	3
scaffold651	3
scaffold673	3
scaffold682	3
scaffold717	3
scaffold724	3
scaffold139	4
scaffold314	5
scaffold378	6
